0.875000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.664968, 1.676971
0.875000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.659931, 1.672669
0.875000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.659685, 1.692910
0.875000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.666840, 1.672518
0.875000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.683040, 1.659966
0.875000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.675703, 1.674475
0.875000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.674629, 1.685156
0.875000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.667054, 1.685564
0.875000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.659337, 1.681860
0.875000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.637282, 1.699262
0.875000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.630605, 1.714198
0.925000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.665241, 1.664877
0.925000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.662441, 1.674350
0.925000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.658791, 1.678770
0.925000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.671674, 1.675680
0.925000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.695014, 1.648962
0.925000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.691122, 1.661392
0.925000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.697505, 1.650077
0.925000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.691498, 1.660239
0.925000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.679086, 1.674962
0.925000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.648487, 1.694383
0.925000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.645845, 1.690509
0.975000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.676675, 1.673468
0.975000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.683070, 1.655589
0.975000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.682028, 1.663985
0.975000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.697434, 1.650186
0.975000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.732242, 1.628528
0.975000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.767247, 1.606446
0.975000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.725286, 1.633484
0.975000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.724123, 1.634439
0.975000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.700929, 1.655314
0.975000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.687846, 1.650235
0.975000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.656225, 1.674120
0.990000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.684272, 1.652146
0.990000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.687048, 1.649001
0.990000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.709279, 1.616690
0.990000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.792748, 1.575193
0.990000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.702030, 1.644861
0.990000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.713674, 1.635717
0.990000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.709489, 1.645954
0.990000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.706620, 1.638763
0.990000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.712547, 1.636370
0.990000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.801549, 1.586999
0.990000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.671425, 1.672521
