0.375000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.803460, 1.568110
0.375000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.796389, 1.552243
0.375000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.797720, 1.561188
0.375000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.801205, 1.556963
0.375000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.800636, 1.560946
0.375000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.790965, 1.573313
0.375000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.786162, 1.571249
0.375000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.784413, 1.581841
0.375000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.774957, 1.593390
0.375000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.787000, 1.584817
0.375000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.806087, 1.564613
0.425000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.779070, 1.578109
0.425000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.781310, 1.568163
0.425000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.773898, 1.591231
0.425000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.775319, 1.577659
0.425000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.770666, 1.577003
0.425000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.770301, 1.577316
0.425000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.755056, 1.601080
0.425000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.758104, 1.598527
0.425000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.757895, 1.592101
0.425000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.775399, 1.581977
0.425000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.785054, 1.575468
0.475000, 0.501000, 0.000000, 1.000000, 1.000000, 1.000000, 0.770237, 1.583958
0.475000, 0.550000, 0.000000, 1.000000, 1.000000, 1.000000, 0.756335, 1.583087
0.475000, 0.600000, 0.000000, 1.000000, 1.000000, 1.000000, 0.758284, 1.592695
0.475000, 0.650000, 0.000000, 1.000000, 1.000000, 1.000000, 0.754152, 1.593450
0.475000, 0.700000, 0.000000, 1.000000, 1.000000, 1.000000, 0.755301, 1.591524
0.475000, 0.750000, 0.000000, 1.000000, 1.000000, 1.000000, 0.754587, 1.588495
0.475000, 0.800000, 0.000000, 1.000000, 1.000000, 1.000000, 0.744064, 1.588263
0.475000, 0.850000, 0.000000, 1.000000, 1.000000, 1.000000, 0.750552, 1.605100
0.475000, 0.900000, 0.000000, 1.000000, 1.000000, 1.000000, 0.742864, 1.599445
0.475000, 0.950000, 0.000000, 1.000000, 1.000000, 1.000000, 0.748991, 1.605130
0.475000, 0.990000, 0.000000, 1.000000, 1.000000, 1.000000, 0.761958, 1.589956
