
0.150000, 0.800000, 0.854280
0.150000, 0.850000, 0.852702
0.150000, 0.900000, 0.828820
0.150000, 0.950000, 0.838113
0.150000, 0.990000, 0.878679
0.200000, 0.010000, 0.896434
0.200000, 0.050000, 0.896586
0.200000, 0.100000, 0.892035
0.200000, 0.150000, 0.894767
0.200000, 0.200000, 0.890593
0.200000, 0.250000, 0.891428
0.200000, 0.300000, 0.882861
0.200000, 0.350000, 0.882962
0.200000, 0.400000, 0.875883
0.200000, 0.450000, 0.884490
0.200000, 0.500000, 0.873235
0.200000, 0.550000, 0.868692
0.200000, 0.600000, 0.864599
0.200000, 0.650000, 0.857088
0.200000, 0.700000, 0.860138
0.200000, 0.750000, 0.856944
0.200000, 0.800000, 0.841921
0.200000, 0.850000, 0.833847
0.200000, 0.900000, 0.830796
0.200000, 0.950000, 0.815246
0.200000, 0.990000, 0.861422
0.250000, 0.010000, 0.879826
0.250000, 0.050000, 0.856815
0.250000, 0.100000, 0.860500
0.250000, 0.150000, 0.871415
0.250000, 0.200000, 0.863925
0.250000, 0.250000, 0.864886
0.250000, 0.300000, 0.868906
0.250000, 0.350000, 0.872823
0.250000, 0.400000, 0.865080
0.250000, 0.450000, 0.852280
0.250000, 0.500000, 0.856180
0.250000, 0.550000, 0.849253
0.250000, 0.600000, 0.848602
0.250000, 0.650000, 0.851124
0.250000, 0.700000, 0.845407
0.250000, 0.750000, 0.836048
0.250000, 0.800000, 0.832402
0.250000, 0.850000, 0.818789
0.250000, 0.900000, 0.835245
0.250000, 0.950000, 0.808135
0.250000, 0.990000, 0.814748
0.300000, 0.010000, 0.873514
0.300000, 0.050000, 0.844418
0.300000, 0.100000, 0.849192
0.300000, 0.150000, 0.839669
0.300000, 0.200000, 0.841366
0.300000, 0.250000, 0.848577
0.300000, 0.300000, 0.835655
0.300000, 0.350000, 0.838752
0.300000, 0.400000, 0.838010
0.300000, 0.450000, 0.839693
0.300000, 0.500000, 0.838290
0.300000, 0.550000, 0.835764
0.300000, 0.600000, 0.830723
0.300000, 0.650000, 0.829573
0.300000, 0.700000, 0.818491
0.300000, 0.750000, 0.820472
0.300000, 0.800000, 0.813199
0.300000, 0.850000, 0.804192
0.300000, 0.900000, 0.809253
0.300000, 0.950000, 0.822031
0.300000, 0.990000, 0.812411
0.350000, 0.010000, 0.886043
0.350000, 0.050000, 0.829854
0.350000, 0.100000, 0.816751
0.350000, 0.150000, 0.811741
0.350000, 0.200000, 0.818025
0.350000, 0.250000, 0.817453
0.350000, 0.300000, 0.823924
0.350000, 0.350000, 0.821984
0.350000, 0.400000, 0.809573
0.350000, 0.450000, 0.809030
0.350000, 0.500000, 0.828420
0.350000, 0.550000, 0.818165
0.350000, 0.600000, 0.813336
0.350000, 0.650000, 0.808851
0.350000, 0.700000, 0.811868
0.350000, 0.750000, 0.808617
0.350000, 0.800000, 0.801927
0.350000, 0.850000, 0.801936
0.350000, 0.900000, 0.793281
0.350000, 0.950000, 0.803630
0.350000, 0.990000, 0.816161
0.400000, 0.010000, 0.878745
0.400000, 0.050000, 0.819440
0.400000, 0.100000, 0.803632
0.400000, 0.150000, 0.803483
0.400000, 0.200000, 0.791395
0.400000, 0.250000, 0.800687
0.400000, 0.300000, 0.804705
0.400000, 0.350000, 0.808080
0.400000, 0.400000, 0.806318
0.400000, 0.450000, 0.799083
0.400000, 0.500000, 0.795539
0.400000, 0.550000, 0.799446
0.400000, 0.600000, 0.798552
0.400000, 0.650000, 0.798924
0.400000, 0.700000, 0.785785
0.400000, 0.750000, 0.786249
0.400000, 0.800000, 0.780459
0.400000, 0.850000, 0.777235
0.400000, 0.900000, 0.771350
0.400000, 0.950000, 0.771631
0.400000, 0.990000, 0.784169
0.450000, 0.010000, 0.938248
0.450000, 0.050000, 0.812789
0.450000, 0.100000, 0.784162
0.450000, 0.150000, 0.787493
0.450000, 0.200000, 0.775035
0.450000, 0.250000, 0.784157
0.450000, 0.300000, 0.777147
0.450000, 0.350000, 0.782314
0.450000, 0.400000, 0.779989
0.450000, 0.450000, 0.776051
0.450000, 0.500000, 0.779515
0.450000, 0.550000, 0.784497
0.450000, 0.600000, 0.776568
0.450000, 0.650000, 0.769907
0.450000, 0.700000, 0.773902
0.450000, 0.750000, 0.766575
0.450000, 0.800000, 0.765271
0.450000, 0.850000, 0.759211
0.450000, 0.900000, 0.753336
0.450000, 0.950000, 0.749208
0.450000, 0.990000, 0.771404
0.500000, 0.010000, 1.020446
0.500000, 0.050000, 0.808092
0.500000, 0.100000, 0.775021
0.500000, 0.150000, 0.764339
0.500000, 0.200000, 0.754836
