
0.010000, 0.010000, 1.047099
0.010000, 0.050000, 1.020972
0.010000, 0.100000, 1.009492
0.010000, 0.150000, 0.997427
0.010000, 0.200000, 0.983309
0.010000, 0.250000, 0.985714
0.010000, 0.300000, 0.982680
0.010000, 0.350000, 0.965276
0.010000, 0.400000, 0.963206
0.010000, 0.450000, 0.969720
0.010000, 0.500000, 0.942788
0.010000, 0.550000, 0.935528
0.010000, 0.600000, 0.931026
0.010000, 0.650000, 0.935419
0.010000, 0.700000, 0.913167
0.010000, 0.750000, 0.911183
0.010000, 0.800000, 0.906904
0.010000, 0.850000, 0.891374
0.010000, 0.900000, 0.886871
0.010000, 0.950000, 0.888665
0.010000, 0.990000, 0.934645
0.050000, 0.010000, 1.001496
0.050000, 0.050000, 0.979661
0.050000, 0.100000, 0.988526
0.050000, 0.150000, 0.978713
0.050000, 0.200000, 0.970217
0.050000, 0.250000, 0.954292
0.050000, 0.300000, 0.956257
0.050000, 0.350000, 0.946561
0.050000, 0.400000, 0.936283
0.050000, 0.450000, 0.932301
0.050000, 0.500000, 0.936826
0.050000, 0.550000, 0.923410
0.050000, 0.600000, 0.916329
0.050000, 0.650000, 0.909186
0.050000, 0.700000, 0.912743
0.050000, 0.750000, 0.896064
0.050000, 0.800000, 0.886060
0.050000, 0.850000, 0.886011
0.050000, 0.900000, 0.867354
0.050000, 0.950000, 0.863554
0.050000, 0.990000, 0.906359
0.100000, 0.010000, 0.952885
0.100000, 0.050000, 0.951866
0.100000, 0.100000, 0.947201
0.100000, 0.150000, 0.948356
0.100000, 0.200000, 0.946948
0.100000, 0.250000, 0.932571
0.100000, 0.300000, 0.931820
0.100000, 0.350000, 0.926778
0.100000, 0.400000, 0.919142
0.100000, 0.450000, 0.917062
0.100000, 0.500000, 0.907476
0.100000, 0.550000, 0.907690
0.100000, 0.600000, 0.900548
0.100000, 0.650000, 0.892618
0.100000, 0.700000, 0.884531
0.100000, 0.750000, 0.877500
0.100000, 0.800000, 0.879056
0.100000, 0.850000, 0.865584
0.100000, 0.900000, 0.870079
0.100000, 0.950000, 0.867547
0.100000, 0.990000, 0.889486
0.150000, 0.010000, 0.924313
0.150000, 0.050000, 0.918728
0.150000, 0.100000, 0.921627
0.150000, 0.150000, 0.915580
0.150000, 0.200000, 0.926235
0.150000, 0.250000, 0.914914
0.150000, 0.300000, 0.915686
0.150000, 0.350000, 0.911572
0.150000, 0.400000, 0.908166
0.150000, 0.450000, 0.898812
0.150000, 0.500000, 0.889943
0.150000, 0.550000, 0.892461
0.150000, 0.600000, 0.882513
0.150000, 0.650000, 0.879530
0.150000, 0.700000, 0.864825
0.150000, 0.750000, 0.869459
